merchant_id,category,application_date,category_review_days,handoff_wait_days,doc_verification_days,doc_rework_days,compliance_approval_days,catalog_setup_days,doc_rejections,total_ttm_days,sla_breach,status
M100268,Home & Kitchen,2025-11-12,0.8,1.4,1.7,0.0,0.6,1.3,0,5.7,0,Live
M100269,Fashion,2025-10-28,1.1,2.0,0.6,0.0,4.4,1.3,0,9.4,0,Live
M100270,Fashion,2025-01-03,0.6,0.5,2.0,0.0,3.9,0.5,0,7.6,0,Live
M100271,Electronics,2025-07-08,0.8,3.0,1.8,5.1,2.3,2.0,3,14.9,1,Live
M100272,Beauty,2025-08-01,2.1,2.6,1.6,0.0,1.5,0.8,0,8.7,0,Live
M100273,Grocery,2025-10-05,4.0,0.1,1.3,1.5,0.4,1.1,1,8.3,0,Live
M100274,Electronics,2025-09-15,1.4,2.7,2.3,0.0,1.2,4.7,0,12.3,0,Live
M100275,Grocery,2025-05-25,1.9,2.9,1.2,0.0,2.1,1.1,0,9.2,0,Live
M100276,Fashion,2025-11-12,1.5,2.4,0.5,0.0,3.1,2.0,0,9.6,0,Live
M100277,Home & Kitchen,2025-04-23,1.7,1.3,1.3,0.0,1.9,4.9,0,11.0,0,Live
M100278,Fashion,2025-02-13,0.6,1.1,0.4,0.0,1.3,2.4,0,5.8,0,Live
M100279,Electronics,2025-11-12,2.1,1.9,0.8,0.0,1.6,2.6,0,9.0,0,Live
M100280,Fashion,2025-11-26,1.1,0.8,0.2,0.0,1.2,2.4,0,5.7,0,Live
M100281,Grocery,2025-04-16,2.8,1.4,2.9,0.0,2.4,1.7,0,11.1,0,Live
M100282,Electronics,2025-11-10,1.7,1.0,2.1,0.0,1.3,2.4,0,8.5,0,Live
M100283,Toys,2025-01-16,0.4,2.4,1.1,0.0,0.9,0.6,0,5.3,0,Live
M100284,Fashion,2025-11-13,1.4,0.7,0.3,0.0,0.4,2.5,0,5.3,0,Live
M100285,Electronics,2025-03-15,0.5,1.3,0.7,0.0,0.6,1.2,0,4.3,0,Live
M100286,Electronics,2025-04-18,0.9,1.3,2.5,0.0,2.0,3.1,0,9.8,0,Live
M100287,Beauty,2025-09-01,1.3,2.8,2.3,0.0,2.6,0.9,0,9.9,0,Live
M100288,Electronics,2025-03-10,0.3,1.2,2.6,0.0,1.5,1.6,0,7.1,0,Live
M100289,Electronics,2025-05-24,2.6,3.7,1.7,0.0,3.0,1.6,0,12.6,0,Live
M100290,Fashion,2025-03-24,1.5,1.4,0.9,0.0,4.2,2.3,0,10.3,0,Live
M100291,Electronics,2025-09-15,1.6,1.7,2.4,0.0,4.0,4.1,0,13.8,0,Live
M100292,Beauty,2025-08-26,0.4,2.6,2.0,3.0,2.4,3.0,1,13.4,0,Live
M100293,Fashion,2025-08-15,0.7,2.2,2.3,2.4,0.9,0.7,2,9.3,0,Live
M100294,Electronics,2025-02-20,0.9,0.3,1.5,0.0,0.2,2.3,0,5.2,0,Live
M100295,Fashion,2025-10-25,1.3,1.2,2.0,0.0,0.9,3.5,0,8.9,0,Live
M100296,Fashion,2025-04-09,0.6,0.9,1.7,0.0,0.8,1.0,0,4.9,0,Live
M100297,Fashion,2025-02-21,0.6,3.4,0.7,5.4,0.1,2.6,3,12.9,0,Live
M100298,Beauty,2025-01-20,1.6,1.6,1.4,0.0,2.0,1.2,0,7.9,0,Live
M100299,Beauty,2025-10-19,0.8,3.8,0.8,0.0,0.9,0.6,0,6.9,0,Live
M100300,Electronics,2025-08-31,2.0,1.6,0.9,0.0,1.3,2.3,0,8.1,0,Live
M100301,Electronics,2025-03-04,1.5,0.6,1.3,0.0,1.7,6.0,0,11.1,0,Live
M100302,Beauty,2025-01-28,0.7,1.6,2.8,6.5,2.0,0.6,2,14.2,1,Live
M100303,Home & Kitchen,2025-05-23,1.6,0.8,0.3,0.0,3.8,1.6,0,8.3,0,Live
M100304,Grocery,2025-04-27,1.3,0.4,0.8,0.8,0.7,1.8,3,5.6,0,Live
M100305,Grocery,2025-11-06,2.1,1.4,1.7,0.0,0.9,2.4,0,8.5,0,Live
M100306,Electronics,2025-05-15,3.4,3.4,0.2,0.0,1.8,0.8,0,9.6,0,Live
M100307,Home & Kitchen,2025-04-20,0.7,1.4,1.7,0.0,1.5,2.3,0,7.5,0,Live
M100308,Home & Kitchen,2025-03-14,0.8,1.5,0.3,0.0,2.3,3.5,0,8.4,0,Live
M100309,Electronics,2025-07-10,1.7,2.3,0.2,0.0,1.1,0.8,0,6.1,0,Live
M100310,Electronics,2025-08-05,1.1,1.4,1.5,0.0,1.4,4.6,0,10.0,0,Live
M100311,Beauty,2025-04-29,1.5,2.6,1.7,0.0,4.0,4.7,0,14.5,1,Live
M100312,Home & Kitchen,2025-10-19,1.5,1.8,0.8,2.3,1.8,2.2,2,10.4,0,Live
M100313,Home & Kitchen,2025-02-06,1.1,1.3,0.8,0.0,2.7,0.5,0,6.4,0,Live
M100314,Electronics,2025-02-13,0.7,2.0,3.1,0.0,0.4,0.5,0,6.6,0,Live
M100315,Toys,2025-06-18,1.1,1.4,1.7,0.0,1.0,2.0,0,7.3,0,Live
M100316,Beauty,2025-03-15,0.9,2.8,3.7,0.0,0.5,1.3,0,9.2,0,Live
M100317,Fashion,2025-01-21,0.7,2.0,0.9,0.0,0.4,2.0,0,6.0,0,Live
M100318,Beauty,2025-01-08,1.1,1.9,1.3,0.0,1.5,0.8,0,6.6,0,Live
M100319,Grocery,2025-01-16,0.7,1.7,1.3,0.0,1.3,2.5,0,7.6,0,Live
M100320,Beauty,2025-02-28,0.2,1.6,0.5,0.0,1.0,0.8,0,4.1,0,Live
M100321,Electronics,2025-05-26,1.5,3.5,1.2,0.0,5.1,0.7,0,12.0,0,Live
M100322,Electronics,2025-11-02,1.9,1.9,1.8,0.0,1.7,1.6,0,9.0,0,Live
M100323,Fashion,2025-04-19,1.0,3.9,0.4,0.0,0.9,1.4,0,7.5,0,Live
M100324,Fashion,2025-01-27,0.8,3.5,2.1,0.0,1.5,2.3,0,10.2,0,Live
M100325,Electronics,2025-09-29,2.2,1.9,0.4,0.0,2.8,2.2,0,9.5,0,Live
M100326,Grocery,2025-01-10,0.8,1.2,0.9,4.8,2.0,1.7,1,11.4,0,Live
M100327,Beauty,2025-06-07,0.5,2.8,0.9,0.0,0.7,5.0,0,10.0,0,Live
M100328,Home & Kitchen,2025-10-24,0.4,1.3,1.6,0.0,2.1,0.8,0,6.2,0,Live
M100329,Grocery,2025-04-23,0.3,1.6,0.6,1.3,1.7,1.3,1,6.8,0,Live
M100330,Home & Kitchen,2025-04-18,0.6,1.3,1.4,0.0,1.3,2.2,0,6.8,0,Live
M100331,Fashion,2025-03-26,0.9,1.3,0.5,0.0,0.5,2.6,0,5.8,0,Live
M100332,Beauty,2025-11-07,0.8,1.5,3.5,0.0,0.6,1.8,0,8.3,0,Live
M100333,Electronics,2025-10-21,1.0,0.4,0.8,0.0,1.1,0.6,0,4.0,0,Live
M100334,Grocery,2025-06-26,0.8,3.9,1.5,0.0,1.5,1.5,0,9.2,0,Live
M100335,Electronics,2025-09-18,1.7,0.3,0.9,0.0,0.8,1.3,0,5.1,0,Live
M100336,Fashion,2025-04-20,1.4,2.8,2.1,0.0,1.2,2.0,0,9.5,0,Live
M100337,Beauty,2025-07-07,1.8,1.7,1.2,0.0,1.9,1.2,0,7.7,0,Live
M100338,Fashion,2025-04-03,0.8,1.0,0.6,6.2,0.7,1.8,3,11.1,0,Live
M100339,Grocery,2025-02-12,0.3,1.9,1.7,0.0,1.3,1.6,0,6.8,0,Live
M100340,Electronics,2025-04-07,0.9,0.4,2.1,0.0,1.1,0.7,0,5.1,0,Live
M100341,Beauty,2025-06-29,0.8,1.0,0.4,0.0,0.9,3.3,0,6.5,0,Live
M100342,Fashion,2025-01-04,1.2,1.4,2.2,0.0,3.2,6.4,0,14.3,1,Live
M100343,Home & Kitchen,2025-01-20,0.7,0.7,0.8,0.0,0.9,1.0,0,4.2,0,Live
M100344,Home & Kitchen,2025-10-30,1.0,1.1,0.3,0.0,0.3,1.7,0,4.4,0,Live
M100345,Fashion,2025-02-10,3.2,2.0,1.1,0.0,3.0,1.8,0,10.9,0,Live
M100346,Home & Kitchen,2025-01-20,0.8,4.2,0.6,0.0,1.0,1.4,0,7.9,0,Live
M100347,Fashion,2025-05-05,0.6,1.6,0.9,0.0,2.0,3.8,0,9.0,0,Live
M100348,Electronics,2025-10-09,0.8,1.0,2.1,0.0,1.9,0.5,0,6.4,0,Live
M100349,Electronics,2025-01-22,1.6,1.4,0.7,0.0,0.8,0.6,0,5.1,0,Live
M100350,Home & Kitchen,2025-02-22,1.0,1.3,1.0,0.0,0.7,1.9,0,6.0,0,Live
M100351,Fashion,2025-01-21,1.4,1.2,1.7,0.3,3.4,3.8,1,11.8,0,Live
M100352,Fashion,2025-08-27,1.4,4.6,2.4,0.0,1.5,2.6,0,12.4,0,Live
M100353,Beauty,2025-06-28,1.3,1.3,1.2,0.0,0.2,2.5,0,6.6,0,Live
M100354,Beauty,2025-08-30,0.3,3.3,0.6,0.0,0.7,6.5,0,11.4,0,Live
M100355,Electronics,2025-09-21,1.3,0.9,0.7,0.0,3.6,2.1,0,8.6,0,Live
M100356,Electronics,2025-08-05,0.4,4.2,1.6,0.0,1.4,4.1,0,11.6,0,Live
M100357,Beauty,2025-03-19,1.3,1.8,2.6,0.0,0.2,2.9,0,8.8,0,Live
M100358,Electronics,2025-07-18,1.3,3.5,1.5,0.0,1.7,1.5,0,9.5,0,Live
M100359,Electronics,2025-10-04,0.9,1.9,0.6,0.0,1.0,1.6,0,6.1,0,Live
M100360,Grocery,2025-08-28,1.4,1.7,3.0,0.0,1.5,3.0,0,10.6,0,Live
M100361,Fashion,2025-02-17,1.5,1.1,1.0,0.0,2.7,5.0,0,11.3,0,Live
M100362,Beauty,2025-05-01,0.5,0.6,1.2,1.5,1.7,1.7,2,7.1,0,Live
M100363,Home & Kitchen,2025-05-21,1.7,0.6,0.2,0.0,0.7,0.7,0,3.9,0,Live
M100364,Home & Kitchen,2025-07-01,1.7,0.8,2.6,0.0,0.9,2.1,0,8.1,0,Live
M100365,Beauty,2025-04-30,0.4,0.8,1.6,0.0,0.8,2.4,0,6.1,0,Live
M100366,Beauty,2025-08-07,0.6,3.5,1.1,0.0,3.2,0.8,0,9.2,0,Live
M100367,Grocery,2025-09-13,0.8,1.1,2.0,0.0,1.2,0.8,0,5.8,0,Live
M100368,Toys,2025-06-12,0.4,1.4,0.7,7.2,1.0,0.7,2,11.4,0,Live
M100369,Fashion,2025-07-02,0.4,1.4,0.3,0.0,1.8,3.0,0,6.9,0,Live
M100370,Fashion,2025-08-19,1.5,0.6,0.6,3.1,1.8,2.3,2,9.8,0,Live
M100371,Grocery,2025-07-05,0.8,3.3,1.2,0.0,2.1,2.6,0,10.0,0,Live
M100372,Fashion,2025-04-12,0.5,1.2,1.3,1.0,0.6,3.3,3,7.9,0,Live
M100373,Fashion,2025-01-26,1.1,1.4,0.4,0.0,1.1,2.9,0,6.8,0,Live
M100374,Beauty,2025-11-05,2.2,0.8,2.0,0.0,2.5,0.5,0,8.1,0,Live
M100375,Toys,2025-03-01,0.5,0.8,1.6,0.0,1.5,3.0,0,7.4,0,Live
M100376,Grocery,2025-06-29,2.2,1.9,2.4,0.0,4.5,1.9,0,12.9,0,Live
M100377,Home & Kitchen,2025-03-27,2.0,1.5,0.4,0.0,1.0,1.6,0,6.6,0,Live
M100378,Electronics,2025-10-01,0.8,3.3,0.9,0.0,3.4,3.9,0,12.3,0,Live
M100379,Toys,2025-08-18,1.9,2.7,1.3,0.0,0.4,3.6,0,9.9,0,Live
M100380,Beauty,2025-08-17,1.7,1.6,1.2,0.0,3.0,2.0,0,9.6,0,Live
M100381,Home & Kitchen,2025-10-11,0.5,1.0,1.9,0.0,1.1,2.1,0,6.6,0,Live
M100382,Fashion,2025-06-12,1.7,1.5,0.1,0.0,2.3,2.9,0,8.4,0,Live
M100383,Fashion,2025-10-31,2.3,0.7,0.2,0.0,1.3,4.1,0,8.5,0,Live
M100384,Fashion,2025-04-16,4.3,1.4,1.1,0.0,0.8,3.6,0,11.1,0,Live
M100385,Grocery,2025-10-05,1.4,1.5,1.5,0.0,2.4,5.8,0,12.6,0,Live
M100386,Fashion,2025-03-18,0.2,3.0,0.2,1.8,1.4,3.7,1,10.3,0,Live
M100387,Fashion,2025-09-28,1.0,2.0,0.9,0.0,2.1,11.9,0,17.8,1,Live
M100388,Home & Kitchen,2025-08-31,1.8,1.9,1.7,0.0,2.8,1.4,0,9.6,0,Live
M100389,Fashion,2025-10-03,1.3,0.4,1.1,0.0,1.4,4.6,0,8.9,0,Live
M100390,Home & Kitchen,2025-02-22,2.4,0.3,1.1,0.0,0.9,2.0,0,6.7,0,Live
M100391,Toys,2025-08-01,1.1,0.6,0.6,0.0,0.5,3.9,0,6.7,0,Live
M100392,Grocery,2025-11-26,0.3,0.5,3.8,0.0,0.8,2.8,0,8.2,0,Live
M100393,Fashion,2025-01-18,1.6,2.5,0.1,0.0,2.0,3.1,0,9.3,0,Live
M100394,Grocery,2025-03-12,0.2,3.2,0.3,0.0,2.0,5.3,0,11.0,0,Live
M100395,Electronics,2025-02-05,1.6,1.4,0.3,0.0,1.5,3.9,0,8.7,0,Live
M100396,Home & Kitchen,2025-10-17,1.6,1.2,1.0,0.0,2.6,1.4,0,7.8,0,Live
M100397,Electronics,2025-01-21,0.3,0.2,3.1,0.0,1.2,3.2,0,8.0,0,Live
M100398,Toys,2025-06-10,0.9,1.0,0.9,0.0,1.8,2.2,0,6.9,0,Live
M100399,Electronics,2025-08-20,1.0,2.2,3.3,0.0,1.3,1.3,0,9.1,0,Live
M100400,Beauty,2025-08-07,1.0,2.7,0.7,0.0,1.2,2.0,0,7.7,0,Live
M100401,Home & Kitchen,2025-08-16,1.9,0.5,0.5,0.0,0.9,1.4,0,5.3,0,Live
M100402,Beauty,2025-01-04,0.7,2.3,1.6,0.0,1.6,4.0,0,10.3,0,Live
M100403,Fashion,2025-02-20,1.1,1.4,0.8,0.0,1.0,0.8,0,5.1,0,Live
M100404,Home & Kitchen,2025-04-24,1.0,0.6,0.9,0.0,1.0,0.8,0,4.1,0,Live
M100405,Toys,2025-03-31,1.3,0.5,1.0,0.0,1.6,3.4,0,7.7,0,Live
M100406,Home & Kitchen,2025-07-07,0.5,1.0,1.1,0.1,2.3,3.8,1,8.8,0,Live
M100407,Fashion,2025-02-16,0.8,0.5,1.7,0.0,1.2,2.4,0,6.6,0,Live
M100408,Fashion,2025-05-23,0.9,2.3,1.2,0.0,1.7,3.4,0,9.4,0,Live
M100409,Electronics,2025-10-05,1.1,3.9,0.5,0.0,2.9,2.4,0,10.8,0,Live
M100410,Beauty,2025-06-23,1.1,1.9,2.3,0.0,1.1,2.2,0,8.5,0,Live
M100411,Fashion,2025-09-13,1.2,1.1,1.7,0.0,2.1,1.9,0,8.0,0,Live
M100412,Fashion,2025-10-12,2.6,0.3,2.0,0.0,1.2,1.9,0,8.0,0,Live
M100413,Home & Kitchen,2025-08-16,2.4,1.6,0.4,0.0,0.8,1.0,0,6.3,0,Live
M100414,Grocery,2025-11-14,1.5,0.5,0.5,0.0,1.1,1.4,0,4.9,0,Live
M100415,Electronics,2025-07-19,2.1,2.7,0.5,0.0,1.1,1.6,0,7.9,0,Live
M100416,Home & Kitchen,2025-09-16,0.7,1.2,0.9,0.0,2.7,1.2,0,6.7,0,Live
M100417,Fashion,2025-06-13,0.9,1.9,1.6,0.0,0.7,0.7,0,5.7,0,Live
M100418,Fashion,2025-04-25,0.6,2.7,2.1,0.0,2.4,2.6,0,10.4,0,Live
M100419,Electronics,2025-05-27,0.5,1.1,1.2,0.0,1.6,4.2,0,8.6,0,Live
M100420,Fashion,2025-01-21,0.3,2.0,2.1,0.0,0.8,3.5,0,8.6,0,Live
M100421,Electronics,2025-02-13,1.6,1.3,1.7,0.0,1.0,1.9,0,7.4,0,Live
M100422,Fashion,2025-01-26,0.6,0.9,0.4,0.0,1.7,4.7,0,8.3,0,Live
M100423,Toys,2025-06-16,1.0,2.8,0.8,0.0,0.4,3.1,0,8.1,0,Live
M100424,Home & Kitchen,2025-02-24,0.2,0.5,0.4,0.0,0.6,1.8,0,3.5,0,Live
M100425,Fashion,2025-07-08,2.2,1.0,1.9,0.0,2.6,2.4,0,10.2,0,Live
M100426,Fashion,2025-09-27,2.7,0.6,1.7,0.0,1.4,3.3,0,9.7,0,Live
M100427,Grocery,2025-07-30,0.7,1.7,0.6,0.0,2.0,5.3,0,10.4,0,Live
M100428,Electronics,2025-01-08,1.4,1.5,2.7,0.0,1.0,1.6,0,8.2,0,Live
M100429,Fashion,2025-01-28,0.9,0.7,1.2,0.0,1.1,2.5,0,6.3,0,Live
M100430,Fashion,2025-04-28,0.6,3.1,0.5,0.0,0.8,4.7,0,9.6,0,Live
M100431,Home & Kitchen,2025-10-30,1.8,1.5,0.5,1.9,3.1,6.7,1,15.6,1,Live
M100432,Home & Kitchen,2025-09-10,0.8,0.8,0.9,0.0,0.9,1.6,0,5.2,0,Live
M100433,Grocery,2025-08-16,1.4,1.6,1.1,0.0,0.6,1.1,0,5.8,0,Live
M100434,Fashion,2025-03-26,1.6,1.8,0.6,0.0,1.6,2.2,0,7.8,0,Live
M100435,Beauty,2025-08-07,0.5,4.1,1.4,0.0,1.2,2.8,0,10.0,0,Live
M100436,Grocery,2025-06-11,2.6,0.5,1.3,0.0,1.9,2.0,0,8.2,0,Live
M100437,Grocery,2025-03-23,0.6,0.8,0.7,0.0,1.7,3.2,0,6.9,0,Live
M100438,Beauty,2025-08-09,0.7,1.9,1.3,0.0,0.7,3.0,0,7.7,0,Live
M100439,Electronics,2025-06-13,0.6,2.4,2.7,0.0,1.5,2.9,0,10.1,0,Live
M100440,Fashion,2025-11-25,2.7,1.3,0.4,0.0,0.8,4.7,0,9.9,0,Live
M100441,Home & Kitchen,2025-07-26,0.6,0.8,0.4,0.0,1.0,2.2,0,5.1,0,Live
M100442,Fashion,2025-09-01,0.8,2.0,0.3,0.0,0.9,1.6,0,5.7,0,Live
M100443,Fashion,2025-03-07,1.6,1.6,0.5,0.0,0.7,0.7,0,5.1,0,Live
M100444,Electronics,2025-04-17,0.8,0.1,3.4,0.0,1.0,1.1,0,6.4,0,Live
M100445,Fashion,2025-08-06,0.3,1.3,0.3,0.0,1.8,1.9,0,5.7,0,Live
M100446,Electronics,2025-11-10,1.1,1.2,0.2,0.0,1.0,2.4,0,5.9,0,Live
M100447,Grocery,2025-07-13,2.2,2.3,0.6,0.0,2.2,2.9,0,10.2,0,Live
M100448,Fashion,2025-02-27,0.3,2.0,1.1,0.0,0.4,2.2,0,5.9,0,Live
M100449,Beauty,2025-09-13,0.9,2.3,0.2,0.0,0.8,0.9,0,5.0,0,Live
M100450,Toys,2025-06-17,0.5,3.7,1.7,0.0,2.4,2.4,0,10.6,0,Live
M100451,Fashion,2025-06-27,1.1,1.6,0.2,0.0,1.2,0.8,0,4.9,0,Live
M100452,Electronics,2025-05-03,1.3,1.9,0.5,1.7,0.5,3.2,1,9.1,0,Live
M100453,Beauty,2025-08-14,0.4,3.5,0.9,0.0,1.5,0.8,0,7.1,0,Live
M100454,Beauty,2025-08-08,1.2,2.2,0.9,0.0,3.0,5.2,0,12.6,0,Live
M100455,Fashion,2025-11-09,1.2,0.6,1.2,0.0,1.0,1.0,0,5.0,0,Live
M100456,Beauty,2025-03-04,1.0,2.5,1.4,0.0,2.1,1.5,0,8.4,0,Live
M100457,Electronics,2025-08-03,0.4,1.8,1.0,0.0,5.3,2.8,0,11.3,0,Live
M100458,Fashion,2025-08-19,1.7,0.7,0.8,0.0,1.1,2.2,0,6.5,0,Live
M100459,Home & Kitchen,2025-01-02,0.3,0.8,1.6,0.0,1.7,1.2,0,5.5,0,Live
M100460,Home & Kitchen,2025-07-05,0.4,2.1,0.5,0.0,2.4,0.8,0,6.1,0,Live
M100461,Grocery,2025-01-22,1.5,0.9,0.3,0.0,0.5,1.8,0,5.0,0,Live
M100462,Home & Kitchen,2025-09-26,0.7,1.4,0.2,0.0,1.8,1.3,0,5.4,0,Live
M100463,Fashion,2025-05-09,0.5,0.5,1.1,0.0,1.5,5.9,0,9.5,0,Live
M100464,Home & Kitchen,2025-04-06,0.4,0.4,0.6,0.0,0.8,1.1,0,3.3,0,Live
M100465,Electronics,2025-05-25,2.7,1.6,0.8,0.0,1.8,4.6,0,11.5,0,Live
M100466,Beauty,2025-10-21,1.5,2.5,2.0,3.3,2.2,1.8,2,13.2,0,Live
M100467,Fashion,2025-07-20,1.2,2.1,0.4,0.0,0.7,1.7,0,6.1,0,Live
M100468,Home & Kitchen,2025-05-09,1.4,2.3,0.4,1.8,1.8,1.1,1,8.8,0,Live
M100469,Beauty,2025-05-18,2.7,1.2,0.8,0.0,0.7,1.9,0,7.3,0,Live
M100470,Fashion,2025-02-20,1.2,2.1,1.6,0.0,2.1,0.6,0,7.7,0,Live
M100471,Fashion,2025-05-19,1.4,1.9,0.9,0.0,0.7,2.5,0,7.4,0,Live
M100472,Grocery,2025-10-23,1.3,3.9,1.9,0.0,0.8,1.9,0,9.8,0,Live
M100473,Grocery,2025-01-22,2.0,1.3,1.2,0.0,0.4,1.2,0,6.1,0,Live
M100474,Fashion,2025-07-20,1.5,0.5,2.3,0.0,1.3,2.9,0,8.3,0,Live
M100475,Toys,2025-09-30,1.3,1.4,2.1,0.0,0.8,2.1,0,7.7,0,Live
M100476,Electronics,2025-06-16,1.0,1.0,1.3,1.8,0.3,3.0,2,8.4,0,Live
M100477,Home & Kitchen,2025-06-15,1.9,0.9,0.5,0.0,1.9,5.0,0,10.2,0,Live
M100478,Electronics,2025-10-19,3.4,1.2,0.4,0.0,0.4,1.8,0,7.2,0,Live
M100479,Electronics,2025-11-05,1.7,1.9,1.4,0.0,1.4,1.1,0,7.4,0,Live
M100480,Grocery,2025-05-02,1.8,2.2,1.8,0.0,1.1,6.8,0,13.8,0,Live
M100481,Home & Kitchen,2025-10-27,1.2,0.5,0.7,0.0,1.0,2.0,0,5.3,0,Live
M100482,Toys,2025-11-04,1.5,0.2,0.5,0.0,2.6,4.1,0,8.8,0,Live
M100483,Home & Kitchen,2025-11-13,0.8,1.9,0.9,0.0,1.5,0.4,0,5.6,0,Live
M100484,Toys,2025-05-20,0.9,1.1,1.1,0.2,0.6,1.1,2,4.9,0,Live
M100485,Home & Kitchen,2025-08-02,0.8,0.5,0.7,0.0,1.0,2.9,0,5.9,0,Live
M100486,Electronics,2025-07-18,0.7,0.5,1.8,0.0,1.7,1.5,0,6.1,0,Live
M100487,Home & Kitchen,2025-01-19,0.4,1.0,1.9,0.0,1.8,1.1,0,6.2,0,Live
M100488,Fashion,2025-02-24,2.0,4.6,1.3,0.0,0.9,2.9,0,11.7,0,Live
M100489,Beauty,2025-05-14,1.5,1.9,1.7,0.0,1.5,3.8,0,10.4,0,Live
M100490,Fashion,2025-04-12,2.1,1.2,1.2,0.0,1.1,2.6,0,8.2,0,Live
M100491,Toys,2025-06-16,1.1,0.9,0.9,0.0,0.4,1.8,0,5.2,0,Live
M100492,Fashion,2025-04-01,2.0,0.9,1.2,0.0,1.9,1.0,0,7.1,0,Live
M100493,Beauty,2025-03-20,0.9,1.0,1.3,0.0,2.5,2.6,0,8.2,0,Live
M100494,Beauty,2025-04-08,2.2,3.7,0.4,0.0,3.0,4.2,0,13.6,0,Live
M100495,Home & Kitchen,2025-01-12,0.8,1.8,0.7,0.0,3.0,5.0,0,11.4,0,Live
M100496,Fashion,2025-05-29,2.1,2.7,0.4,0.0,1.4,0.8,0,7.4,0,Live
M100497,Beauty,2025-08-31,0.6,1.2,1.2,0.0,0.4,1.4,0,4.8,0,Live
M100498,Electronics,2025-02-16,0.4,1.9,1.6,1.7,0.4,1.0,1,7.0,0,Live
M100499,Electronics,2025-09-14,1.5,4.1,0.2,0.0,1.4,1.1,0,8.4,0,Live
M100500,Beauty,2025-07-12,1.4,2.4,2.3,0.0,2.1,3.1,0,11.3,0,Live
M100501,Toys,2025-03-01,1.0,1.7,0.7,0.0,1.0,3.1,0,7.6,0,Live
M100502,Fashion,2025-04-30,0.3,1.5,0.9,0.0,1.7,3.0,0,7.5,0,Live
M100503,Electronics,2025-01-04,1.3,5.9,1.8,0.0,1.0,1.9,0,11.9,0,Live
M100504,Home & Kitchen,2025-09-26,1.0,2.4,1.4,0.8,1.5,2.1,1,9.1,0,Live
M100505,Fashion,2025-08-27,1.2,1.4,1.0,0.0,1.5,2.5,0,7.6,0,Live
M100506,Toys,2025-11-17,1.6,0.6,2.1,0.0,1.2,3.1,0,8.6,0,Live
M100507,Home & Kitchen,2025-08-11,1.7,2.7,0.6,4.0,1.8,0.8,1,11.7,0,Live
M100508,Fashion,2025-02-14,1.2,0.7,0.5,0.0,2.1,2.8,0,7.3,0,Live
M100509,Fashion,2025-02-15,1.5,1.6,0.6,0.0,2.5,1.3,0,7.6,0,Live
M100510,Fashion,2025-10-17,0.2,2.0,0.3,0.0,1.3,1.7,0,5.5,0,Live
M100511,Electronics,2025-02-28,0.5,1.6,2.7,3.9,1.5,1.2,2,11.4,0,Live
M100512,Grocery,2025-09-23,0.7,4.3,1.1,0.0,2.0,2.1,0,10.1,0,Live
M100513,Fashion,2025-03-17,1.5,1.3,1.1,0.0,1.7,3.4,0,9.1,0,Live
M100514,Fashion,2025-03-01,3.0,1.8,0.4,0.0,0.5,1.8,0,7.5,0,Live
M100515,Fashion,2025-08-02,0.6,0.4,1.4,0.0,0.7,3.1,0,6.1,0,Live
M100516,Home & Kitchen,2025-03-18,0.8,1.2,1.0,0.0,2.6,3.9,0,9.6,0,Live
M100517,Electronics,2025-10-11,1.9,5.1,5.4,0.0,2.5,3.6,0,18.5,1,Live
M100518,Electronics,2025-10-29,1.6,0.6,1.3,11.4,3.4,4.7,3,23.0,1,Live
M100519,Fashion,2025-09-29,0.9,0.3,3.3,3.7,1.9,1.4,2,11.6,0,Live
M100520,Grocery,2025-08-20,0.8,3.1,0.5,0.0,2.6,2.4,0,9.4,0,Live
M100521,Electronics,2025-03-01,1.1,5.6,0.8,4.2,2.2,1.4,1,15.4,1,Live
M100522,Grocery,2025-09-03,2.4,1.6,0.6,0.0,2.1,5.7,0,12.3,0,Live
M100523,Fashion,2025-04-18,1.1,1.6,0.3,0.0,0.9,2.7,0,6.7,0,Live
M100524,Electronics,2025-02-12,2.2,2.3,1.4,0.0,3.5,2.4,0,11.8,0,Live
M100525,Electronics,2025-06-24,1.9,2.0,2.4,0.0,2.4,1.5,0,10.2,0,Live
M100526,Grocery,2025-08-23,1.7,1.0,1.6,0.0,2.0,0.2,0,6.6,0,Live
M100527,Beauty,2025-07-25,1.7,2.1,1.0,0.0,0.7,1.8,0,7.3,0,Live
M100528,Home & Kitchen,2025-06-19,1.1,0.5,0.7,0.0,1.7,3.8,0,7.8,0,Live
M100529,Fashion,2025-03-19,1.7,1.6,0.5,0.0,2.5,3.0,0,9.3,0,Live
M100530,Beauty,2025-07-30,2.4,0.7,1.8,0.0,1.6,4.4,0,11.0,0,Live
M100531,Grocery,2025-04-26,0.5,0.5,1.4,0.0,1.5,2.5,0,6.4,0,Live
M100532,Beauty,2025-02-20,1.9,0.2,1.7,0.0,2.5,1.3,0,7.6,0,Live
M100533,Toys,2025-07-18,2.0,1.4,1.7,0.0,0.6,1.9,0,7.6,0,Live
M100534,Home & Kitchen,2025-07-13,1.1,0.7,0.4,2.5,1.1,0.5,3,6.3,0,Live
M100535,Electronics,2025-07-30,1.7,2.2,1.0,0.0,1.7,0.3,0,7.0,0,Live
M100536,Fashion,2025-07-23,0.9,2.3,0.9,0.0,0.5,4.8,0,9.4,0,Live
