merchant_id,category,application_date,category_review_days,handoff_wait_days,doc_verification_days,doc_rework_days,compliance_approval_days,catalog_setup_days,doc_rejections,total_ttm_days,sla_breach,status
M100267,Toys,2025-11-04,1.1,6.5,3.7,0.0,0.6,1.1,0,13.0,0,Live
M100268,Beauty,2025-01-09,1.8,14.3,1.7,2.5,1.0,4.4,3,25.8,1,Stuck
M100269,Electronics,2025-09-14,1.2,1.3,2.6,0.0,0.4,2.3,0,7.9,0,Live
M100270,Fashion,2025-09-04,0.8,5.0,1.7,3.3,1.0,4.7,1,16.4,1,Live
M100271,Electronics,2025-05-19,0.5,3.4,1.8,0.0,2.2,4.8,0,12.7,0,Live
M100272,Electronics,2025-11-13,0.9,6.7,1.5,1.3,2.6,2.2,1,15.1,1,Live
M100273,Grocery,2025-04-07,2.7,8.5,1.4,12.2,0.9,1.8,3,27.3,1,Stuck
M100274,Electronics,2025-05-17,0.8,3.6,1.2,5.6,1.5,3.1,2,15.8,1,Live
M100275,Fashion,2025-02-21,1.5,7.4,0.8,0.0,2.7,1.5,0,13.9,0,Live
M100276,Toys,2025-04-13,0.3,10.3,1.9,0.0,1.9,3.0,0,17.5,1,Live
M100277,Home & Kitchen,2025-06-19,1.8,7.7,1.1,7.6,1.3,2.4,2,21.9,1,Live
M100278,Fashion,2025-04-22,0.8,5.6,1.2,6.0,1.7,1.9,3,17.3,1,Live
M100279,Fashion,2025-03-17,1.5,6.6,0.6,0.0,3.2,2.8,0,14.7,1,Live
M100280,Electronics,2025-10-01,1.8,11.7,2.0,0.0,1.4,1.7,0,18.7,1,Live
M100281,Fashion,2025-03-19,0.3,2.7,2.2,0.0,0.7,3.7,0,9.6,0,Live
M100282,Home & Kitchen,2025-03-02,1.0,10.3,2.6,0.8,2.0,7.2,1,23.8,1,Live
M100283,Home & Kitchen,2025-10-19,0.3,9.0,0.7,1.9,1.5,4.2,1,17.5,1,Live
M100284,Fashion,2025-11-21,1.0,10.0,1.3,0.0,1.0,1.2,0,14.4,1,Live
M100285,Beauty,2025-08-19,2.3,4.5,2.1,1.9,1.0,1.7,1,13.6,0,Live
M100286,Beauty,2025-06-15,0.9,1.5,2.6,0.0,1.2,2.1,0,8.4,0,Live
M100287,Grocery,2025-06-28,0.6,8.1,3.2,5.0,3.7,2.5,2,23.2,1,Live
M100288,Home & Kitchen,2025-05-30,1.1,0.6,3.4,0.0,2.5,1.5,0,9.2,0,Live
M100289,Beauty,2025-10-06,1.9,9.3,1.3,0.0,2.0,0.2,0,14.7,1,Live
M100290,Fashion,2025-03-03,2.3,2.2,0.3,0.0,1.6,3.4,0,9.8,0,Live
M100291,Fashion,2025-06-23,1.2,4.4,0.5,6.1,1.7,1.2,2,15.1,1,Live
M100292,Fashion,2025-08-24,0.2,1.1,1.8,1.1,1.3,2.8,2,8.4,0,Live
M100293,Toys,2025-05-11,0.8,4.8,1.2,7.5,1.4,2.4,3,18.2,1,Live
M100294,Home & Kitchen,2025-06-29,0.6,3.7,0.8,0.0,0.7,7.0,0,12.8,0,Live
M100295,Toys,2025-08-15,1.3,8.5,2.0,0.0,1.2,4.9,0,18.0,1,Live
M100296,Electronics,2025-11-22,1.6,4.3,0.4,0.0,3.4,3.2,0,12.9,0,Live
M100297,Beauty,2025-07-20,2.3,9.7,0.8,1.6,1.0,0.8,1,16.2,1,Live
M100298,Fashion,2025-11-18,2.0,1.7,1.1,0.0,1.1,1.3,0,7.2,0,Live
M100299,Fashion,2025-03-10,1.0,4.4,1.4,1.8,1.6,1.3,2,11.5,0,Live
M100300,Fashion,2025-09-02,2.9,9.9,1.2,3.6,3.1,2.2,2,22.9,1,Live
M100301,Home & Kitchen,2025-04-16,1.0,7.1,2.3,0.0,2.2,1.3,0,13.9,0,Live
M100302,Home & Kitchen,2025-04-05,1.3,6.3,1.9,0.0,1.7,1.8,0,13.0,0,Live
M100303,Electronics,2025-07-05,0.5,7.5,0.6,5.4,1.8,0.9,2,16.7,1,Live
M100304,Electronics,2025-04-07,1.2,5.2,1.3,0.4,2.2,1.5,1,11.8,0,Live
M100305,Home & Kitchen,2025-03-14,2.3,5.1,1.4,0.0,0.7,1.0,0,10.5,0,Live
M100306,Toys,2025-08-05,0.7,6.7,0.9,3.3,1.1,2.9,2,15.7,1,Live
M100307,Electronics,2025-10-30,2.1,10.6,2.4,0.0,2.3,3.5,0,20.9,1,Live
M100308,Grocery,2025-02-26,2.0,3.4,3.8,1.8,2.3,2.4,1,15.7,1,Live
M100309,Fashion,2025-01-15,1.8,1.9,1.6,0.0,1.3,0.7,0,7.4,0,Live
M100310,Electronics,2025-04-21,2.0,3.5,1.7,0.1,0.9,3.7,1,11.9,0,Live
M100311,Home & Kitchen,2025-10-17,1.8,9.7,0.4,1.7,2.8,2.7,3,19.1,1,Live
M100312,Home & Kitchen,2025-01-06,3.1,2.2,1.5,0.0,2.4,0.4,0,9.6,0,Live
M100313,Fashion,2025-11-20,0.5,8.4,0.9,0.0,1.9,3.0,0,14.8,1,Live
M100314,Electronics,2025-06-08,1.9,15.0,1.9,0.7,1.0,2.0,3,22.6,1,Live
M100315,Toys,2025-07-23,3.6,4.3,3.0,0.0,0.9,2.0,0,13.9,0,Live
M100316,Home & Kitchen,2025-05-15,0.7,4.3,2.9,0.0,2.7,1.3,0,11.9,0,Live
M100317,Home & Kitchen,2025-03-11,1.9,1.6,0.8,0.0,3.1,1.9,0,9.3,0,Live
M100318,Fashion,2025-08-05,0.7,5.0,0.6,0.0,0.3,0.8,0,7.3,0,Live
M100319,Fashion,2025-09-25,2.6,1.2,1.6,0.0,1.7,4.3,0,11.3,0,Live
M100320,Fashion,2025-02-18,1.1,4.0,0.9,0.9,0.9,1.9,1,9.8,0,Live
M100321,Fashion,2025-05-26,2.0,3.7,1.0,0.0,1.0,5.0,0,12.6,0,Live
M100322,Toys,2025-07-10,2.1,4.6,0.4,0.0,0.6,1.1,0,8.9,0,Live
M100323,Fashion,2025-08-24,0.3,4.5,1.6,0.0,0.5,2.4,0,9.3,0,Live
M100324,Electronics,2025-10-10,1.6,3.7,2.0,0.0,1.1,4.6,0,12.9,0,Live
M100325,Fashion,2025-04-17,1.1,5.4,2.3,0.0,1.2,2.4,0,12.4,0,Live
M100326,Home & Kitchen,2025-10-13,1.6,5.6,2.3,5.9,3.0,3.9,3,22.3,1,Live
M100327,Fashion,2025-03-15,1.8,4.5,2.2,13.8,0.6,2.1,3,25.1,1,Stuck
M100328,Fashion,2025-05-09,1.3,2.2,1.2,0.0,1.7,3.6,0,10.1,0,Live
M100329,Fashion,2025-11-11,2.1,2.0,4.6,7.5,1.8,2.8,2,20.9,1,Live
M100330,Fashion,2025-09-11,0.8,15.2,2.8,0.6,0.7,1.2,2,21.3,1,Live
M100331,Home & Kitchen,2025-01-25,2.4,1.8,1.7,0.0,1.3,0.9,0,8.1,0,Live
M100332,Beauty,2025-05-18,0.9,6.4,1.0,3.1,5.0,0.9,2,17.2,1,Live
M100333,Fashion,2025-01-20,1.7,2.4,2.2,3.0,1.4,1.8,2,12.4,0,Live
M100334,Electronics,2025-05-18,2.5,5.8,3.2,2.5,2.4,2.0,1,18.3,1,Live
M100335,Grocery,2025-09-16,1.9,9.8,0.8,5.5,0.9,3.8,1,22.7,1,Live
M100336,Beauty,2025-02-12,0.9,5.9,0.7,0.0,0.7,3.9,0,12.1,0,Live
M100337,Fashion,2025-09-13,1.4,2.1,1.2,0.0,1.1,1.4,0,7.3,0,Live
M100338,Beauty,2025-09-23,0.8,5.9,1.9,0.0,1.3,3.1,0,13.0,0,Live
M100339,Grocery,2025-04-13,3.4,2.4,2.9,3.2,2.9,2.0,3,16.8,1,Live
M100340,Fashion,2025-01-06,2.0,4.4,2.0,0.0,2.4,1.7,0,12.4,0,Live
M100341,Home & Kitchen,2025-05-04,0.5,8.6,2.5,3.1,1.7,0.9,3,17.2,1,Live
M100342,Fashion,2025-05-03,3.1,3.2,1.3,0.0,1.2,4.8,0,13.6,0,Live
M100343,Fashion,2025-08-16,1.9,3.0,1.0,0.0,0.2,2.1,0,8.1,0,Live
M100344,Electronics,2025-11-09,2.4,2.6,0.2,0.0,2.2,3.1,0,10.6,0,Live
M100345,Home & Kitchen,2025-07-17,2.0,3.6,0.9,16.7,1.6,1.5,3,26.3,1,Stuck
M100346,Electronics,2025-05-11,1.1,7.6,3.7,2.8,0.7,1.6,3,17.5,1,Live
M100347,Home & Kitchen,2025-08-02,1.2,5.5,0.4,1.5,1.1,2.4,1,12.1,0,Live
M100348,Fashion,2025-02-22,1.2,4.8,1.2,3.4,0.9,6.2,3,17.7,1,Live
M100349,Beauty,2025-05-24,3.0,10.2,3.7,0.0,3.0,1.2,0,21.2,1,Live
M100350,Fashion,2025-05-21,1.1,7.2,2.2,5.2,0.6,1.7,3,17.9,1,Live
M100351,Grocery,2025-11-20,2.7,7.0,0.9,0.0,1.7,3.3,0,15.6,1,Live
M100352,Home & Kitchen,2025-03-11,1.0,4.4,1.8,0.0,0.9,2.0,0,10.1,0,Live
M100353,Electronics,2025-02-18,1.9,2.5,2.4,6.8,1.2,0.9,2,15.7,1,Live
M100354,Fashion,2025-07-23,1.2,3.0,0.8,0.9,0.8,1.9,2,8.6,0,Live
M100355,Electronics,2025-07-28,1.7,14.4,3.0,1.6,1.1,3.6,2,25.4,1,Stuck
M100356,Electronics,2025-02-17,1.8,6.7,2.4,1.0,1.5,2.0,1,15.4,1,Live
M100357,Home & Kitchen,2025-03-10,2.1,1.2,0.8,0.0,1.7,0.8,0,6.5,0,Live
M100358,Electronics,2025-05-26,1.4,4.3,2.9,0.0,3.2,0.4,0,12.2,0,Live
M100359,Fashion,2025-04-21,0.9,0.9,0.5,0.0,2.2,1.3,0,5.7,0,Live
M100360,Grocery,2025-01-17,1.0,5.0,3.2,1.7,0.5,1.4,2,12.9,0,Live
M100361,Fashion,2025-04-09,3.7,3.1,3.3,0.0,2.2,2.7,0,15.0,1,Live
M100362,Grocery,2025-04-27,1.6,10.4,3.4,0.0,2.9,4.5,0,22.7,1,Live
M100363,Beauty,2025-09-30,0.6,12.6,0.9,0.8,1.8,3.6,2,20.3,1,Live
M100364,Toys,2025-07-01,0.4,9.5,2.4,0.0,2.8,0.3,0,15.4,1,Live
M100365,Home & Kitchen,2025-07-11,4.3,7.4,2.5,5.5,0.7,2.5,2,22.9,1,Live
M100366,Fashion,2025-06-19,1.8,7.2,0.2,0.0,0.5,1.0,0,10.7,0,Live
M100367,Electronics,2025-04-20,1.8,1.4,3.5,0.0,0.5,1.0,0,8.2,0,Live
M100368,Electronics,2025-08-05,1.5,3.9,3.2,0.0,2.7,3.1,0,14.5,1,Live
M100369,Home & Kitchen,2025-06-26,4.0,5.2,0.7,2.5,0.7,0.7,2,13.8,0,Live
M100370,Electronics,2025-09-21,1.1,3.5,1.2,0.0,2.7,1.9,0,10.5,0,Live
M100371,Home & Kitchen,2025-06-02,0.6,5.1,0.7,0.0,1.2,3.5,0,11.2,0,Live
M100372,Fashion,2025-01-19,2.9,5.0,0.4,1.7,0.6,0.3,1,11.0,0,Live
M100373,Electronics,2025-06-29,2.0,9.7,1.8,2.0,0.7,3.7,3,19.8,1,Live
M100374,Home & Kitchen,2025-11-25,1.7,4.8,6.7,0.0,1.1,2.0,0,16.2,1,Live
M100375,Electronics,2025-03-20,0.5,4.3,2.5,3.2,0.3,4.0,1,14.7,1,Live
M100376,Fashion,2025-03-20,2.3,8.6,1.2,10.5,1.1,1.5,3,25.0,1,Live
M100377,Toys,2025-05-04,1.4,2.6,2.4,0.0,1.0,1.5,0,8.9,0,Live
M100378,Beauty,2025-11-03,0.7,2.0,1.5,0.0,2.0,0.7,0,6.9,0,Live
M100379,Grocery,2025-06-01,1.6,5.8,3.4,0.0,0.9,1.9,0,13.5,0,Live
M100380,Electronics,2025-11-17,0.1,8.8,2.0,1.2,1.0,3.8,1,16.9,1,Live
M100381,Toys,2025-01-28,1.0,2.3,2.1,0.0,1.5,1.1,0,8.0,0,Live
M100382,Beauty,2025-11-10,1.2,9.9,2.5,2.6,1.7,1.1,3,19.0,1,Live
M100383,Toys,2025-01-05,1.3,4.9,0.4,0.9,1.1,1.9,2,10.5,0,Live
M100384,Fashion,2025-11-13,3.1,8.2,1.8,5.8,1.0,2.0,3,21.8,1,Live
M100385,Electronics,2025-07-15,1.5,10.5,0.9,4.7,3.7,0.7,3,21.9,1,Live
M100386,Electronics,2025-07-28,1.9,1.2,1.8,0.6,1.1,1.1,1,7.7,0,Live
M100387,Home & Kitchen,2025-03-10,1.2,5.1,1.0,4.4,1.2,1.1,3,14.0,0,Live
M100388,Fashion,2025-11-01,2.1,2.3,1.1,0.6,4.4,2.2,2,12.6,0,Live
M100389,Fashion,2025-09-22,4.1,2.5,0.8,10.7,0.2,3.4,3,21.8,1,Live
M100390,Electronics,2025-03-16,1.9,8.2,3.0,2.5,0.3,2.7,2,18.7,1,Live
M100391,Home & Kitchen,2025-01-09,2.6,6.8,0.2,3.7,0.7,2.0,3,16.0,1,Live
M100392,Electronics,2025-10-07,0.9,8.5,2.3,1.2,0.7,2.1,1,15.7,1,Live
M100393,Toys,2025-03-15,2.0,11.7,0.7,2.2,1.5,1.0,3,19.1,1,Live
M100394,Electronics,2025-01-12,2.5,3.1,2.7,0.0,1.7,1.5,0,11.5,0,Live
M100395,Electronics,2025-07-27,4.8,4.5,2.3,0.0,1.0,0.5,0,13.2,0,Live
M100396,Beauty,2025-03-24,1.8,10.9,0.9,0.0,1.2,0.8,0,15.6,1,Live
M100397,Electronics,2025-02-13,2.5,7.5,0.8,0.0,1.7,2.1,0,14.6,1,Live
M100398,Fashion,2025-11-22,0.7,2.9,1.4,2.5,1.0,1.3,1,9.7,0,Live
M100399,Electronics,2025-05-19,2.1,7.6,2.2,0.0,3.3,2.7,0,17.8,1,Live
M100400,Toys,2025-05-21,1.6,4.6,2.1,1.8,0.8,3.3,2,14.3,1,Live
M100401,Toys,2025-04-09,1.5,1.7,1.1,2.5,0.1,2.3,2,9.3,0,Live
M100402,Home & Kitchen,2025-04-03,1.9,3.2,0.1,0.8,1.0,1.6,1,8.6,0,Live
M100403,Fashion,2025-03-30,0.8,4.7,1.2,0.0,0.2,1.3,0,8.2,0,Live
M100404,Beauty,2025-03-14,1.0,6.6,0.8,0.0,1.1,2.0,0,11.4,0,Live
M100405,Fashion,2025-03-19,1.0,4.6,0.4,0.0,0.6,4.1,0,10.8,0,Live
M100406,Electronics,2025-02-02,0.6,0.9,1.0,0.0,3.6,3.0,0,9.2,0,Live
M100407,Home & Kitchen,2025-11-19,0.9,2.8,1.2,4.5,1.8,0.9,3,12.1,0,Live
M100408,Electronics,2025-09-28,0.4,2.9,1.2,0.0,1.8,2.7,0,9.0,0,Live
M100409,Electronics,2025-04-16,1.0,5.9,1.0,1.8,2.6,1.6,2,13.9,0,Live
M100410,Toys,2025-07-25,2.8,4.9,2.0,0.0,1.7,2.0,0,13.5,0,Live
M100411,Fashion,2025-02-08,1.8,4.3,0.5,0.5,0.7,2.2,1,9.9,0,Live
M100412,Home & Kitchen,2025-10-17,1.9,2.8,2.3,0.0,3.0,3.4,0,13.5,0,Live
M100413,Fashion,2025-10-30,2.6,6.4,4.0,0.0,0.7,1.3,0,15.0,1,Live
M100414,Fashion,2025-06-28,1.8,6.2,1.3,0.0,0.7,3.2,0,13.4,0,Live
M100415,Fashion,2025-02-22,2.2,7.9,2.0,0.0,2.4,4.1,0,18.7,1,Live
M100416,Toys,2025-04-27,1.8,5.7,3.3,0.3,2.7,0.7,2,14.4,1,Live
M100417,Beauty,2025-09-01,2.0,3.2,4.0,0.0,1.0,1.2,0,11.4,0,Live
M100418,Grocery,2025-04-27,0.9,6.7,0.3,0.0,1.1,5.7,0,14.7,1,Live
M100419,Fashion,2025-08-06,0.4,7.5,1.8,0.0,2.1,2.1,0,14.0,0,Live
M100420,Beauty,2025-11-17,0.7,4.8,1.5,0.0,0.2,0.3,0,7.5,0,Live
M100421,Electronics,2025-08-25,1.0,7.4,0.5,0.0,2.6,7.5,0,19.0,1,Live
M100422,Electronics,2025-03-22,0.8,1.6,1.5,0.5,2.4,3.6,1,10.5,0,Live
M100423,Beauty,2025-09-13,1.0,5.4,3.7,0.0,0.7,1.8,0,12.7,0,Live
M100424,Electronics,2025-04-28,1.8,1.0,1.6,0.0,0.4,5.6,0,10.4,0,Live
M100425,Home & Kitchen,2025-03-01,1.7,2.8,1.2,3.4,4.3,2.3,1,15.7,1,Live
M100426,Fashion,2025-10-08,0.3,1.8,2.8,1.6,1.5,2.2,1,10.3,0,Live
M100427,Electronics,2025-01-13,2.1,5.5,3.3,0.0,1.1,2.0,0,13.9,0,Live
M100428,Home & Kitchen,2025-05-27,1.2,5.1,0.4,0.0,2.0,2.8,0,11.6,0,Live
M100429,Fashion,2025-05-23,2.6,1.9,0.6,0.0,2.4,3.3,0,10.8,0,Live
M100430,Fashion,2025-01-27,1.2,3.3,1.2,0.0,0.6,0.9,0,7.2,0,Live
M100431,Electronics,2025-05-27,0.2,0.7,5.7,3.9,0.5,0.4,2,11.3,0,Live
M100432,Electronics,2025-09-15,1.9,1.3,3.0,0.0,2.1,2.4,0,10.6,0,Live
M100433,Beauty,2025-03-20,1.9,4.7,0.8,0.0,1.3,1.5,0,10.1,0,Live
M100434,Home & Kitchen,2025-02-19,1.6,3.3,0.9,13.7,1.1,3.1,2,23.6,1,Live
M100435,Home & Kitchen,2025-09-25,2.1,2.7,1.8,0.0,1.3,2.2,0,10.1,0,Live
M100436,Grocery,2025-04-19,0.8,4.5,2.3,0.7,2.4,3.7,1,14.3,1,Live
M100437,Fashion,2025-02-05,1.1,0.6,0.8,0.0,3.5,1.4,0,7.4,0,Live
M100438,Fashion,2025-06-19,0.5,1.9,2.1,3.2,0.4,5.3,3,13.4,0,Live
M100439,Electronics,2025-06-14,0.5,4.3,3.3,0.0,2.1,2.2,0,12.4,0,Live
M100440,Fashion,2025-10-17,1.8,3.7,1.7,2.0,1.6,1.9,2,12.7,0,Live
M100441,Home & Kitchen,2025-06-24,0.9,7.6,0.1,5.5,0.5,3.6,2,18.3,1,Live
M100442,Home & Kitchen,2025-10-23,1.8,2.4,1.6,0.0,1.3,0.4,0,7.5,0,Live
M100443,Fashion,2025-01-04,2.3,3.2,1.7,23.2,0.6,1.5,3,32.5,1,Stuck
M100444,Beauty,2025-08-20,1.0,7.6,2.0,9.3,1.4,2.5,2,23.7,1,Live
M100445,Home & Kitchen,2025-09-25,2.0,3.7,3.1,0.0,0.7,0.8,0,10.3,0,Live
M100446,Electronics,2025-07-01,1.3,11.4,1.7,0.0,0.5,4.3,0,19.2,1,Live
M100447,Grocery,2025-04-29,1.9,9.8,4.0,2.9,0.6,2.9,2,22.0,1,Live
M100448,Grocery,2025-07-01,1.5,6.9,2.5,0.0,1.2,1.7,0,13.9,0,Live
M100449,Fashion,2025-06-01,0.8,2.8,1.6,0.5,3.9,6.6,2,16.2,1,Live
M100450,Fashion,2025-02-01,0.8,8.8,2.6,1.5,2.0,2.5,2,18.2,1,Live
M100451,Grocery,2025-02-23,2.3,11.4,2.9,1.6,1.2,1.5,1,21.0,1,Live
M100452,Fashion,2025-07-04,1.2,9.7,1.1,0.0,0.8,3.2,0,16.1,1,Live
M100453,Beauty,2025-05-12,2.4,3.1,3.1,4.3,0.9,1.5,1,15.3,1,Live
M100454,Electronics,2025-11-19,4.9,4.0,0.6,1.2,0.9,0.6,1,12.1,0,Live
M100455,Electronics,2025-05-30,0.7,9.1,0.8,2.2,1.0,2.7,3,16.6,1,Live
M100456,Home & Kitchen,2025-09-23,1.2,1.1,1.3,0.0,1.5,4.3,0,9.3,0,Live
M100457,Toys,2025-07-18,2.6,2.2,2.4,4.7,0.2,1.9,2,14.1,1,Live
M100458,Fashion,2025-10-26,2.0,5.5,0.8,0.0,5.1,1.2,0,14.6,1,Live
M100459,Fashion,2025-01-12,2.4,4.3,0.6,0.6,1.2,1.7,1,10.8,0,Live
M100460,Beauty,2025-07-24,1.1,8.7,1.0,0.0,0.3,1.2,0,12.3,0,Live
M100461,Electronics,2025-05-22,2.9,10.0,2.0,0.1,2.6,2.7,1,20.3,1,Live
M100462,Electronics,2025-07-20,2.7,10.7,2.4,0.0,0.8,3.4,0,20.1,1,Live
M100463,Toys,2025-06-11,1.4,3.7,1.0,0.0,0.8,2.8,0,9.7,0,Live
M100464,Fashion,2025-02-25,3.8,4.7,0.8,0.8,2.6,5.5,1,18.2,1,Live
M100465,Beauty,2025-11-11,1.5,5.7,1.5,0.0,2.5,1.2,0,12.4,0,Live
M100466,Toys,2025-04-29,1.1,4.0,1.8,0.0,2.1,3.4,0,12.4,0,Live
M100467,Beauty,2025-07-16,3.4,12.9,2.9,0.0,1.5,3.0,0,23.7,1,Live
M100468,Beauty,2025-02-28,0.9,3.2,3.4,6.7,1.3,1.3,3,16.8,1,Live
M100469,Beauty,2025-08-15,0.6,2.9,4.4,0.0,1.1,1.4,0,10.3,0,Live
M100470,Beauty,2025-11-26,2.0,6.2,1.7,0.0,1.9,1.7,0,13.4,0,Live
M100471,Fashion,2025-05-26,0.8,1.5,1.4,0.0,0.7,3.8,0,8.1,0,Live
M100472,Home & Kitchen,2025-10-01,1.9,1.3,1.4,0.0,2.6,1.2,0,8.5,0,Live
M100473,Beauty,2025-06-12,2.0,10.5,3.2,0.0,1.5,5.6,0,22.9,1,Live
M100474,Grocery,2025-10-23,0.9,8.7,1.7,0.0,0.5,1.3,0,13.1,0,Live
M100475,Grocery,2025-11-21,1.4,9.2,2.9,4.7,1.1,0.2,3,19.6,1,Live
M100476,Grocery,2025-06-08,1.4,1.7,2.0,0.0,1.2,2.0,0,8.3,0,Live
M100477,Fashion,2025-05-17,1.3,4.4,1.5,1.0,0.9,1.5,2,10.6,0,Live
M100478,Electronics,2025-01-08,2.4,6.9,1.2,0.0,1.8,4.5,0,16.7,1,Live
M100479,Electronics,2025-11-24,2.9,3.5,1.5,0.0,1.3,0.6,0,9.7,0,Live
M100480,Grocery,2025-05-04,0.8,3.1,0.7,3.1,1.2,1.7,3,10.5,0,Live
M100481,Electronics,2025-07-21,1.5,7.6,1.2,0.0,0.5,3.9,0,14.6,1,Live
M100482,Fashion,2025-05-17,0.5,7.1,0.9,0.0,2.7,1.8,0,13.0,0,Live
M100483,Fashion,2025-10-30,0.9,6.5,1.4,3.1,3.0,2.3,2,17.2,1,Live
M100484,Electronics,2025-10-30,1.3,2.0,1.3,0.0,1.5,4.3,0,10.4,0,Live
M100485,Beauty,2025-07-10,0.6,6.3,1.2,0.0,1.7,1.9,0,11.8,0,Live
M100486,Fashion,2025-08-01,0.6,4.3,0.5,3.6,2.3,5.9,1,17.2,1,Live
M100487,Fashion,2025-09-29,1.4,3.4,2.2,0.0,0.6,4.3,0,11.9,0,Live
M100488,Electronics,2025-07-22,0.5,17.3,1.7,0.0,1.4,1.6,0,22.5,1,Live
M100489,Home & Kitchen,2025-09-29,0.7,8.0,0.9,0.0,0.6,2.2,0,12.4,0,Live
M100490,Electronics,2025-06-17,1.3,6.8,0.2,1.7,2.5,0.5,1,13.0,0,Live
M100491,Grocery,2025-05-08,1.9,7.5,1.2,5.3,1.3,1.1,2,18.2,1,Live
M100492,Fashion,2025-09-10,1.8,3.0,1.7,8.5,1.0,3.0,2,18.9,1,Live
M100493,Home & Kitchen,2025-04-19,0.5,4.9,1.3,2.1,0.7,3.4,3,12.9,0,Live
M100494,Beauty,2025-05-02,2.8,2.1,0.9,0.0,3.3,1.7,0,10.8,0,Live
M100495,Toys,2025-11-07,0.9,0.2,1.1,0.0,1.5,4.2,0,7.9,0,Live
M100496,Grocery,2025-01-14,1.4,2.2,1.3,0.0,0.7,1.6,0,7.2,0,Live
M100497,Fashion,2025-04-19,0.6,7.8,0.8,0.0,1.0,3.1,0,13.4,0,Live
M100498,Beauty,2025-04-27,1.9,9.6,1.5,0.0,1.2,2.3,0,16.5,1,Live
M100499,Home & Kitchen,2025-09-16,2.1,1.6,3.1,19.9,1.2,1.7,3,29.6,1,Stuck
M100500,Electronics,2025-10-24,2.4,10.4,3.7,0.0,2.3,0.7,0,19.5,1,Live
M100501,Fashion,2025-02-28,1.2,3.4,0.3,3.0,5.1,1.9,2,14.9,1,Live
M100502,Fashion,2025-09-18,3.4,6.2,1.1,1.2,3.5,4.3,1,19.7,1,Live
M100503,Beauty,2025-06-11,0.6,0.4,3.9,0.0,1.3,2.0,0,8.1,0,Live
M100504,Fashion,2025-01-16,1.2,7.1,0.7,5.8,2.4,3.0,2,20.2,1,Live
M100505,Electronics,2025-05-05,2.1,7.1,0.5,0.0,1.1,4.9,0,15.7,1,Live
M100506,Fashion,2025-05-19,1.2,2.7,1.4,0.0,1.4,0.8,0,7.5,0,Live
M100507,Beauty,2025-04-02,0.6,10.8,1.2,0.0,2.3,1.1,0,16.1,1,Live
M100508,Electronics,2025-06-01,1.3,7.5,1.5,0.0,1.7,0.4,0,12.4,0,Live
M100509,Fashion,2025-03-20,0.9,2.0,0.6,3.5,0.8,3.8,3,11.6,0,Live
M100510,Electronics,2025-09-21,0.5,5.3,0.7,0.0,0.9,2.6,0,10.0,0,Live
M100511,Electronics,2025-11-15,0.9,9.7,2.8,3.5,2.1,1.4,2,20.5,1,Live
M100512,Beauty,2025-05-19,1.1,8.6,1.6,4.7,2.1,2.2,3,20.2,1,Live
M100513,Electronics,2025-08-09,1.1,3.8,1.3,0.0,0.9,1.7,0,8.8,0,Live
M100514,Beauty,2025-06-02,1.6,0.9,2.1,0.0,1.1,1.1,0,6.8,0,Live
M100515,Home & Kitchen,2025-06-03,2.3,2.0,0.7,4.0,2.8,2.2,1,14.0,0,Live
M100516,Grocery,2025-02-19,1.5,5.3,2.8,0.0,1.0,2.0,0,12.7,0,Live
M100517,Beauty,2025-07-09,1.1,8.2,0.7,3.7,2.3,3.8,1,19.9,1,Live
M100518,Electronics,2025-08-18,1.1,1.4,3.0,0.0,1.5,0.5,0,7.6,0,Live
M100519,Electronics,2025-10-07,0.4,15.9,1.5,0.0,1.8,2.0,0,21.7,1,Live
M100520,Electronics,2025-09-30,1.0,7.4,5.1,4.4,0.9,0.8,3,19.5,1,Live
M100521,Grocery,2025-08-12,1.1,2.5,0.6,4.0,0.4,1.5,2,10.1,0,Live
M100522,Fashion,2025-08-30,2.2,1.6,1.9,0.0,1.5,2.2,0,9.5,0,Live
M100523,Electronics,2025-02-12,2.1,5.5,1.0,0.0,0.6,5.8,0,15.1,1,Live
M100524,Home & Kitchen,2025-05-23,0.5,2.8,0.8,0.0,2.2,2.7,0,9.0,0,Live
M100525,Electronics,2025-03-11,1.3,3.9,0.9,3.2,0.8,2.4,3,12.5,0,Live
M100526,Home & Kitchen,2025-10-05,1.3,4.2,0.5,8.1,0.5,2.6,3,17.3,1,Live
M100527,Electronics,2025-10-22,2.6,2.8,1.2,1.2,2.0,2.3,1,12.1,0,Live
M100528,Electronics,2025-04-05,0.8,3.5,1.3,3.8,1.3,1.5,3,12.0,0,Live
M100529,Beauty,2025-07-04,2.0,5.3,1.4,0.0,0.8,0.6,0,10.2,0,Live
M100530,Electronics,2025-09-07,0.3,2.2,1.2,0.0,2.0,3.9,0,9.6,0,Live
M100531,Home & Kitchen,2025-07-14,1.0,4.9,1.3,0.0,1.0,2.9,0,11.2,0,Live
M100532,Beauty,2025-06-27,1.5,5.8,0.5,0.0,2.0,2.2,0,12.0,0,Live
M100533,Fashion,2025-02-23,2.5,9.5,1.4,0.0,1.4,2.3,0,17.1,1,Live
M100534,Electronics,2025-11-24,1.1,4.4,1.7,0.0,0.7,2.4,0,10.3,0,Live
M100535,Toys,2025-02-15,2.0,3.7,2.4,4.4,2.6,3.4,2,18.5,1,Live
